Tag	ClassType	DataType	Property	Value
ReverseRatioSW1	IO_NICAN	Object	Value	0
ReverseRatioSW1	IO_NICAN	Boolean	RaisesEvent	False
ReverseRatioSW1	IO_NICAN	Int32	InterfaceNmb	0
ReverseRatioSW1	IO_NICAN	String	ChannelNames	SensorMessage1.LeftTrackSpeed;SensorMessage1.RightTrackSpeed;SensorMessage1.UncalThrottleSensorPosition;SensorMessage1.UncalBrakeSensorPosition;SensorMessage1.SaftyLeverLeft;SensorMessage1.SaftyLverRight;SensorMessage1.ReverseRatioSW2;SensorMessage1.ReverseRatioSW1;SensorMessage1.BackupAlarm;SensorMessage1.BrakeRelease;SensorMessage1.BrakeReleasePressSignal
ReverseRatioSW1	IO_NICAN	String	Enabled	0
ReverseRatioSW1	IO_NICAN	Double	Min	0
ReverseRatioSW1	IO_NICAN	String	Format	0
ReverseRatioSW1	IO_NICAN	String	Group	CAN_SensorMessage1
ReverseRatioSW1	IO_NICAN	String	Detail	
ReverseRatioSW1	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
ReverseRatioSW1	IO_NICAN	String	Units	
BackupAlarm	IO_NICAN	String	Group	CAN_SensorMessage1
BackupAlarm	IO_NICAN	Double	Max	0
BackupAlarm	IO_NICAN	String	ChannelName	SensorMessage1.BackupAlarm
BackupAlarm	IO_NICAN	Boolean	SaveRequired	False
BackupAlarm	IO_NICAN	String	ChannelValues	1044;1034;202;208;1;1;0;0;0;1;1
BackupAlarm	IO_NICAN	Int32	CalType	0
BackupAlarm	IO_NICAN	Int32	Direction	0
BackupAlarm	IO_NICAN	String	MessageName	SensorMessage1
BackupAlarm	IO_NICAN	String	Description	CAN
BackupAlarm	IO_NICAN	String	Mapping	
BackupAlarm	IO_NICAN	String	ClassType	IO_NICAN
BackupAlarm	IO_NICAN	String	Tag	BackupAlarm
BackupAlarm	IO_NICAN	String	Warning	0
BackupAlarm	IO_NICAN	String	Help	
BackupAlarm	IO_NICAN	Int32	SampleRate	0
BackupAlarm	IO_NICAN	String	RawValue	
BackupAlarm	IO_NICAN	String	TimeStamp	63320524079.2344
BackupAlarm	IO_NICAN	String	Device	
BackupAlarm	IO_NICAN	Int32	ProgID	0
BackupAlarm	IO_NICAN	String	Type	
BackupAlarm	IO_NICAN	Object	Value	0
BackupAlarm	IO_NICAN	Boolean	RaisesEvent	False
BackupAlarm	IO_NICAN	Int32	InterfaceNmb	0
BackupAlarm	IO_NICAN	String	ChannelNames	SensorMessage1.LeftTrackSpeed;SensorMessage1.RightTrackSpeed;SensorMessage1.UncalThrottleSensorPosition;SensorMessage1.UncalBrakeSensorPosition;SensorMessage1.SaftyLeverLeft;SensorMessage1.SaftyLverRight;SensorMessage1.ReverseRatioSW2;SensorMessage1.ReverseRatioSW1;SensorMessage1.BackupAlarm;SensorMessage1.BrakeRelease;SensorMessage1.BrakeReleasePressSignal
BackupAlarm	IO_NICAN	String	Enabled	0
BackupAlarm	IO_NICAN	Double	Min	0
BackupAlarm	IO_NICAN	String	Format	0
BackupAlarm	IO_NICAN	String	Group	CAN_SensorMessage1
BackupAlarm	IO_NICAN	String	Detail	
BackupAlarm	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
BackupAlarm	IO_NICAN	String	Units	
BrakeRelease	IO_NICAN	String	Group	CAN_SensorMessage1
BrakeRelease	IO_NICAN	Double	Max	0
BrakeRelease	IO_NICAN	String	ChannelName	SensorMessage1.BrakeRelease
BrakeRelease	IO_NICAN	Boolean	SaveRequired	False
BrakeRelease	IO_NICAN	String	ChannelValues	1044;1034;202;208;1;1;0;0;0;1;1
BrakeRelease	IO_NICAN	Int32	CalType	0
BrakeRelease	IO_NICAN	Int32	Direction	0
BrakeRelease	IO_NICAN	String	MessageName	SensorMessage1
BrakeRelease	IO_NICAN	String	Description	CAN
BrakeRelease	IO_NICAN	String	Mapping	
BrakeRelease	IO_NICAN	String	ClassType	IO_NICAN
BrakeRelease	IO_NICAN	String	Tag	BrakeRelease
BrakeRelease	IO_NICAN	String	Warning	0
BrakeRelease	IO_NICAN	String	Help	
BrakeRelease	IO_NICAN	Int32	SampleRate	0
BrakeRelease	IO_NICAN	String	RawValue	
BrakeRelease	IO_NICAN	String	TimeStamp	63320524079.2344
BrakeRelease	IO_NICAN	String	Device	
BrakeRelease	IO_NICAN	Int32	ProgID	0
BrakeRelease	IO_NICAN	String	Type	
BrakeRelease	IO_NICAN	Object	Value	0
BrakeRelease	IO_NICAN	Boolean	RaisesEvent	False
BrakeRelease	IO_NICAN	Int32	InterfaceNmb	0
BrakeRelease	IO_NICAN	String	ChannelNames	SensorMessage1.LeftTrackSpeed;SensorMessage1.RightTrackSpeed;SensorMessage1.UncalThrottleSensorPosition;SensorMessage1.UncalBrakeSensorPosition;SensorMessage1.SaftyLeverLeft;SensorMessage1.SaftyLverRight;SensorMessage1.ReverseRatioSW2;SensorMessage1.ReverseRatioSW1;SensorMessage1.BackupAlarm;SensorMessage1.BrakeRelease;SensorMessage1.BrakeReleasePressSignal
BrakeRelease	IO_NICAN	String	Enabled	0
BrakeRelease	IO_NICAN	Double	Min	0
BrakeRelease	IO_NICAN	String	Format	0
BrakeRelease	IO_NICAN	String	Group	CAN_SensorMessage1
BrakeRelease	IO_NICAN	String	Detail	
BrakeRelease	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
BrakeRelease	IO_NICAN	String	Units	
BrakeReleasePressSignal	IO_NICAN	String	Group	CAN_SensorMessage1
BrakeReleasePressSignal	IO_NICAN	Double	Max	0
BrakeReleasePressSignal	IO_NICAN	String	ChannelName	SensorMessage1.BrakeReleasePressSignal
BrakeReleasePressSignal	IO_NICAN	Boolean	SaveRequired	False
BrakeReleasePressSignal	IO_NICAN	String	ChannelValues	1044;1034;202;208;1;1;0;0;0;1;1
BrakeReleasePressSignal	IO_NICAN	Int32	CalType	0
BrakeReleasePressSignal	IO_NICAN	Int32	Direction	0
BrakeReleasePressSignal	IO_NICAN	String	MessageName	SensorMessage1
BrakeReleasePressSignal	IO_NICAN	String	Description	CAN
BrakeReleasePressSignal	IO_NICAN	String	Mapping	
BrakeReleasePressSignal	IO_NICAN	String	ClassType	IO_NICAN
BrakeReleasePressSignal	IO_NICAN	String	Tag	BrakeReleasePressSignal
BrakeReleasePressSignal	IO_NICAN	String	Warning	0
BrakeReleasePressSignal	IO_NICAN	String	Help	
BrakeReleasePressSignal	IO_NICAN	Int32	SampleRate	0
BrakeReleasePressSignal	IO_NICAN	String	RawValue	
BrakeReleasePressSignal	IO_NICAN	String	TimeStamp	63320524079.2344
BrakeReleasePressSignal	IO_NICAN	String	Device	
BrakeReleasePressSignal	IO_NICAN	Int32	ProgID	0
BrakeReleasePressSignal	IO_NICAN	String	Type	
BrakeReleasePressSignal	IO_NICAN	Object	Value	0
BrakeReleasePressSignal	IO_NICAN	Boolean	RaisesEvent	False
BrakeReleasePressSignal	IO_NICAN	Int32	InterfaceNmb	0
BrakeReleasePressSignal	IO_NICAN	String	ChannelNames	SensorMessage1.LeftTrackSpeed;SensorMessage1.RightTrackSpeed;SensorMessage1.UncalThrottleSensorPosition;SensorMessage1.UncalBrakeSensorPosition;SensorMessage1.SaftyLeverLeft;SensorMessage1.SaftyLverRight;SensorMessage1.ReverseRatioSW2;SensorMessage1.ReverseRatioSW1;SensorMessage1.BackupAlarm;SensorMessage1.BrakeRelease;SensorMessage1.BrakeReleasePressSignal
BrakeReleasePressSignal	IO_NICAN	String	Enabled	0
BrakeReleasePressSignal	IO_NICAN	Double	Min	0
BrakeReleasePressSignal	IO_NICAN	String	Format	0
BrakeReleasePressSignal	IO_NICAN	String	Group	CAN_SensorMessage1
BrakeReleasePressSignal	IO_NICAN	String	Detail	
BrakeReleasePressSignal	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
BrakeReleasePressSignal	IO_NICAN	String	Units	
LeftPumpSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
LeftPumpSolenoidCurrent	IO_NICAN	Double	Max	0
LeftPumpSolenoidCurrent	IO_NICAN	String	ChannelName	SensorMessage2.RightPumpSolenoidCurrent
LeftPumpSolenoidCurrent	IO_NICAN	Boolean	SaveRequired	False
LeftPumpSolenoidCurrent	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
LeftPumpSolenoidCurrent	IO_NICAN	Int32	CalType	0
LeftPumpSolenoidCurrent	IO_NICAN	Int32	Direction	0
LeftPumpSolenoidCurrent	IO_NICAN	String	MessageName	SensorMessage2
LeftPumpSolenoidCurrent	IO_NICAN	String	Description	CAN
LeftPumpSolenoidCurrent	IO_NICAN	String	Mapping	
LeftPumpSolenoidCurrent	IO_NICAN	String	ClassType	IO_NICAN
LeftPumpSolenoidCurrent	IO_NICAN	String	Tag	LeftPumpSolenoidCurrent
LeftPumpSolenoidCurrent	IO_NICAN	String	Warning	0
LeftPumpSolenoidCurrent	IO_NICAN	String	Help	
LeftPumpSolenoidCurrent	IO_NICAN	Int32	SampleRate	0
LeftPumpSolenoidCurrent	IO_NICAN	String	RawValue	
LeftPumpSolenoidCurrent	IO_NICAN	String	TimeStamp	63320524079.2344
LeftPumpSolenoidCurrent	IO_NICAN	String	Device	
LeftPumpSolenoidCurrent	IO_NICAN	Int32	ProgID	0
LeftPumpSolenoidCurrent	IO_NICAN	String	Type	
LeftPumpSolenoidCurrent	IO_NICAN	Object	Value	0
LeftPumpSolenoidCurrent	IO_NICAN	Boolean	RaisesEvent	False
LeftPumpSolenoidCurrent	IO_NICAN	Int32	InterfaceNmb	0
LeftPumpSolenoidCurrent	IO_NICAN	String	ChannelNames	SensorMessage2.LeftPumpSolenoidCurrent;SensorMessage2.RightPumpSolenoidCurrent;SensorMessage2.LeftMotorSolenoidCurrent;SensorMessage2.RightMotorSolenoidCurrent;SensorMessage2.EngineSetSpeed;SensorMessage2.CalThrottleSensorPosition;SensorMessage2.CalBrakeSensorPosition
LeftPumpSolenoidCurrent	IO_NICAN	String	Enabled	0
LeftPumpSolenoidCurrent	IO_NICAN	Double	Min	0
LeftPumpSolenoidCurrent	IO_NICAN	String	Format	0
LeftPumpSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
LeftPumpSolenoidCurrent	IO_NICAN	String	Detail	
LeftPumpSolenoidCurrent	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
LeftPumpSolenoidCurrent	IO_NICAN	String	Units	
DisplayCAN_SensorMessage2	IOdisplay	String	Group	IOdisplay
DisplayCAN_SensorMessage2	IOdisplay	Boolean	Minimized	False
DisplayCAN_SensorMessage2	IOdisplay	Int32	Top	544
DisplayCAN_SensorMessage2	IOdisplay	Boolean	SaveRequired	False
DisplayCAN_SensorMessage2	IOdisplay	Int32	Invert	0
DisplayCAN_SensorMessage2	IOdisplay	String	ClassType	IOdisplay
DisplayCAN_SensorMessage2	IOdisplay	String	Tag	DisplayCAN_SensorMessage2
DisplayCAN_SensorMessage2	IOdisplay	Int32	Width	350
DisplayCAN_SensorMessage2	IOdisplay	Int32	ProgID	0
DisplayCAN_SensorMessage2	IOdisplay	Boolean	RaisesEvent	False
DisplayCAN_SensorMessage2	IOdisplay	String	Enabled	
DisplayCAN_SensorMessage2	IOdisplay	String	Format	
DisplayCAN_SensorMessage2	IOdisplay	String	Group	IOdisplay
DisplayCAN_SensorMessage2	IOdisplay	Int32	Height	108
DisplayCAN_SensorMessage2	IOdisplay	Int32	Left	523
RightPumpSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
RightPumpSolenoidCurrent	IO_NICAN	Double	Max	0
RightPumpSolenoidCurrent	IO_NICAN	String	ChannelName	SensorMessage2.LeftPumpSolenoidCurrent
RightPumpSolenoidCurrent	IO_NICAN	Boolean	SaveRequired	False
RightPumpSolenoidCurrent	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
RightPumpSolenoidCurrent	IO_NICAN	Int32	CalType	0
RightPumpSolenoidCurrent	IO_NICAN	Int32	Direction	0
RightPumpSolenoidCurrent	IO_NICAN	String	MessageName	SensorMessage2
RightPumpSolenoidCurrent	IO_NICAN	String	Description	CAN
RightPumpSolenoidCurrent	IO_NICAN	String	Mapping	
RightPumpSolenoidCurrent	IO_NICAN	String	ClassType	IO_NICAN
RightPumpSolenoidCurrent	IO_NICAN	String	Tag	RightPumpSolenoidCurrent
RightPumpSolenoidCurrent	IO_NICAN	String	Warning	0
RightPumpSolenoidCurrent	IO_NICAN	String	Help	
RightPumpSolenoidCurrent	IO_NICAN	Int32	SampleRate	0
RightPumpSolenoidCurrent	IO_NICAN	String	RawValue	
RightPumpSolenoidCurrent	IO_NICAN	String	TimeStamp	63320524079.2344
RightPumpSolenoidCurrent	IO_NICAN	String	Device	
RightPumpSolenoidCurrent	IO_NICAN	Int32	ProgID	0
RightPumpSolenoidCurrent	IO_NICAN	String	Type	
RightPumpSolenoidCurrent	IO_NICAN	Object	Value	0
RightPumpSolenoidCurrent	IO_NICAN	Boolean	RaisesEvent	False
RightPumpSolenoidCurrent	IO_NICAN	Int32	InterfaceNmb	0
RightPumpSolenoidCurrent	IO_NICAN	String	ChannelNames	SensorMessage2.LeftPumpSolenoidCurrent;SensorMessage2.RightPumpSolenoidCurrent;SensorMessage2.LeftMotorSolenoidCurrent;SensorMessage2.RightMotorSolenoidCurrent;SensorMessage2.EngineSetSpeed;SensorMessage2.CalThrottleSensorPosition;SensorMessage2.CalBrakeSensorPosition
RightPumpSolenoidCurrent	IO_NICAN	String	Enabled	0
RightPumpSolenoidCurrent	IO_NICAN	Double	Min	0
RightPumpSolenoidCurrent	IO_NICAN	String	Format	0
RightPumpSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
RightPumpSolenoidCurrent	IO_NICAN	String	Detail	
RightPumpSolenoidCurrent	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
RightPumpSolenoidCurrent	IO_NICAN	String	Units	
LeftMotorSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
LeftMotorSolenoidCurrent	IO_NICAN	Double	Max	0
LeftMotorSolenoidCurrent	IO_NICAN	String	ChannelName	SensorMessage2.LeftMotorSolenoidCurrent
LeftMotorSolenoidCurrent	IO_NICAN	Boolean	SaveRequired	False
LeftMotorSolenoidCurrent	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
LeftMotorSolenoidCurrent	IO_NICAN	Int32	CalType	0
LeftMotorSolenoidCurrent	IO_NICAN	Int32	Direction	0
LeftMotorSolenoidCurrent	IO_NICAN	String	MessageName	SensorMessage2
LeftMotorSolenoidCurrent	IO_NICAN	String	Description	CAN
LeftMotorSolenoidCurrent	IO_NICAN	String	Mapping	
LeftMotorSolenoidCurrent	IO_NICAN	String	ClassType	IO_NICAN
LeftMotorSolenoidCurrent	IO_NICAN	String	Tag	LeftMotorSolenoidCurrent
LeftMotorSolenoidCurrent	IO_NICAN	String	Warning	0
LeftMotorSolenoidCurrent	IO_NICAN	String	Help	
LeftMotorSolenoidCurrent	IO_NICAN	Int32	SampleRate	0
LeftMotorSolenoidCurrent	IO_NICAN	String	RawValue	
LeftMotorSolenoidCurrent	IO_NICAN	String	TimeStamp	63320524079.2344
LeftMotorSolenoidCurrent	IO_NICAN	String	Device	
LeftMotorSolenoidCurrent	IO_NICAN	Int32	ProgID	0
LeftMotorSolenoidCurrent	IO_NICAN	String	Type	
LeftMotorSolenoidCurrent	IO_NICAN	Object	Value	0
LeftMotorSolenoidCurrent	IO_NICAN	Boolean	RaisesEvent	False
LeftMotorSolenoidCurrent	IO_NICAN	Int32	InterfaceNmb	0
LeftMotorSolenoidCurrent	IO_NICAN	String	ChannelNames	SensorMessage2.LeftPumpSolenoidCurrent;SensorMessage2.RightPumpSolenoidCurrent;SensorMessage2.LeftMotorSolenoidCurrent;SensorMessage2.RightMotorSolenoidCurrent;SensorMessage2.EngineSetSpeed;SensorMessage2.CalThrottleSensorPosition;SensorMessage2.CalBrakeSensorPosition
LeftMotorSolenoidCurrent	IO_NICAN	String	Enabled	0
LeftMotorSolenoidCurrent	IO_NICAN	Double	Min	0
LeftMotorSolenoidCurrent	IO_NICAN	String	Format	0
LeftMotorSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
LeftMotorSolenoidCurrent	IO_NICAN	String	Detail	
LeftMotorSolenoidCurrent	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
LeftMotorSolenoidCurrent	IO_NICAN	String	Units	
RightMotorSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
RightMotorSolenoidCurrent	IO_NICAN	Double	Max	0
RightMotorSolenoidCurrent	IO_NICAN	String	ChannelName	SensorMessage2.RightMotorSolenoidCurrent
RightMotorSolenoidCurrent	IO_NICAN	Boolean	SaveRequired	False
RightMotorSolenoidCurrent	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
RightMotorSolenoidCurrent	IO_NICAN	Int32	CalType	0
RightMotorSolenoidCurrent	IO_NICAN	Int32	Direction	0
RightMotorSolenoidCurrent	IO_NICAN	String	MessageName	SensorMessage2
RightMotorSolenoidCurrent	IO_NICAN	String	Description	CAN
RightMotorSolenoidCurrent	IO_NICAN	String	Mapping	
RightMotorSolenoidCurrent	IO_NICAN	String	ClassType	IO_NICAN
RightMotorSolenoidCurrent	IO_NICAN	String	Tag	RightMotorSolenoidCurrent
RightMotorSolenoidCurrent	IO_NICAN	String	Warning	0
RightMotorSolenoidCurrent	IO_NICAN	String	Help	
RightMotorSolenoidCurrent	IO_NICAN	Int32	SampleRate	0
RightMotorSolenoidCurrent	IO_NICAN	String	RawValue	
RightMotorSolenoidCurrent	IO_NICAN	String	TimeStamp	63320524079.2344
RightMotorSolenoidCurrent	IO_NICAN	String	Device	
RightMotorSolenoidCurrent	IO_NICAN	Int32	ProgID	0
RightMotorSolenoidCurrent	IO_NICAN	String	Type	
RightMotorSolenoidCurrent	IO_NICAN	Object	Value	0
RightMotorSolenoidCurrent	IO_NICAN	Boolean	RaisesEvent	False
RightMotorSolenoidCurrent	IO_NICAN	Int32	InterfaceNmb	0
RightMotorSolenoidCurrent	IO_NICAN	String	ChannelNames	SensorMessage2.LeftPumpSolenoidCurrent;SensorMessage2.RightPumpSolenoidCurrent;SensorMessage2.LeftMotorSolenoidCurrent;SensorMessage2.RightMotorSolenoidCurrent;SensorMessage2.EngineSetSpeed;SensorMessage2.CalThrottleSensorPosition;SensorMessage2.CalBrakeSensorPosition
RightMotorSolenoidCurrent	IO_NICAN	String	Enabled	0
RightMotorSolenoidCurrent	IO_NICAN	Double	Min	0
RightMotorSolenoidCurrent	IO_NICAN	String	Format	0
RightMotorSolenoidCurrent	IO_NICAN	String	Group	CAN_SensorMessage2
RightMotorSolenoidCurrent	IO_NICAN	String	Detail	
RightMotorSolenoidCurrent	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
RightMotorSolenoidCurrent	IO_NICAN	String	Units	
EngineSetSpeed	IO_NICAN	String	Group	CAN_SensorMessage2
EngineSetSpeed	IO_NICAN	Double	Max	0
EngineSetSpeed	IO_NICAN	String	ChannelName	SensorMessage2.EngineSetSpeed
EngineSetSpeed	IO_NICAN	Boolean	SaveRequired	False
EngineSetSpeed	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
EngineSetSpeed	IO_NICAN	Int32	CalType	0
EngineSetSpeed	IO_NICAN	Int32	Direction	0
EngineSetSpeed	IO_NICAN	String	MessageName	SensorMessage2
EngineSetSpeed	IO_NICAN	String	Description	CAN
EngineSetSpeed	IO_NICAN	String	Mapping	
EngineSetSpeed	IO_NICAN	String	ClassType	IO_NICAN
EngineSetSpeed	IO_NICAN	String	Tag	EngineSetSpeed
EngineSetSpeed	IO_NICAN	String	Warning	0
EngineSetSpeed	IO_NICAN	String	Help	
EngineSetSpeed	IO_NICAN	Int32	SampleRate	0
EngineSetSpeed	IO_NICAN	String	RawValue	
EngineSetSpeed	IO_NICAN	String	TimeStamp	63320524079.2344
EngineSetSpeed	IO_NICAN	String	Device	
EngineSetSpeed	IO_NICAN	Int32	ProgID	0
EngineSetSpeed	IO_NICAN	String	Type	
EngineSetSpeed	IO_NICAN	Object	Value	0
EngineSetSpeed	IO_NICAN	Boolean	RaisesEvent	False
EngineSetSpeed	IO_NICAN	Int32	InterfaceNmb	0
EngineSetSpeed	IO_NICAN	String	ChannelNames	SensorMessage2.LeftPumpSolenoidCurrent;SensorMessage2.RightPumpSolenoidCurrent;SensorMessage2.LeftMotorSolenoidCurrent;SensorMessage2.RightMotorSolenoidCurrent;SensorMessage2.EngineSetSpeed;SensorMessage2.CalThrottleSensorPosition;SensorMessage2.CalBrakeSensorPosition
EngineSetSpeed	IO_NICAN	String	Enabled	0
EngineSetSpeed	IO_NICAN	Double	Min	0
EngineSetSpeed	IO_NICAN	String	Format	0
EngineSetSpeed	IO_NICAN	String	Group	CAN_SensorMessage2
EngineSetSpeed	IO_NICAN	String	Detail	
EngineSetSpeed	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
EngineSetSpeed	IO_NICAN	String	Units	
CalThrottleSensorPosition	IO_NICAN	String	Group	CAN_SensorMessage2
CalThrottleSensorPosition	IO_NICAN	Double	Max	0
CalThrottleSensorPosition	IO_NICAN	String	ChannelName	SensorMessage2.CalThrottleSensorPosition
CalThrottleSensorPosition	IO_NICAN	Boolean	SaveRequired	False
CalThrottleSensorPosition	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
CalThrottleSensorPosition	IO_NICAN	Int32	CalType	0
CalThrottleSensorPosition	IO_NICAN	Int32	Direction	0
CalThrottleSensorPosition	IO_NICAN	String	MessageName	SensorMessage2
CalThrottleSensorPosition	IO_NICAN	String	Description	CAN
CalThrottleSensorPosition	IO_NICAN	String	Mapping	
CalThrottleSensorPosition	IO_NICAN	String	ClassType	IO_NICAN
CalThrottleSensorPosition	IO_NICAN	String	Tag	CalThrottleSensorPosition
CalThrottleSensorPosition	IO_NICAN	String	Warning	0
CalThrottleSensorPosition	IO_NICAN	String	Help	
CalThrottleSensorPosition	IO_NICAN	Int32	SampleRate	0
CalThrottleSensorPosition	IO_NICAN	String	RawValue	
CalThrottleSensorPosition	IO_NICAN	String	TimeStamp	63320524079.2344
CalThrottleSensorPosition	IO_NICAN	String	Device	
CalThrottleSensorPosition	IO_NICAN	Int32	ProgID	0
CalThrottleSensorPosition	IO_NICAN	String	Type	
CalThrottleSensorPosition	IO_NICAN	Object	Value	0
CalThrottleSensorPosition	IO_NICAN	Boolean	RaisesEvent	False
CalThrottleSensorPosition	IO_NICAN	Int32	InterfaceNmb	0
CalThrottleSensorPosition	IO_NICAN	String	ChannelNames	SensorMessage2.LeftPumpSolenoidCurrent;SensorMessage2.RightPumpSolenoidCurrent;SensorMessage2.LeftMotorSolenoidCurrent;SensorMessage2.RightMotorSolenoidCurrent;SensorMessage2.EngineSetSpeed;SensorMessage2.CalThrottleSensorPosition;SensorMessage2.CalBrakeSensorPosition
CalThrottleSensorPosition	IO_NICAN	String	Enabled	0
CalThrottleSensorPosition	IO_NICAN	Double	Min	0
CalThrottleSensorPosition	IO_NICAN	String	Format	0
CalThrottleSensorPosition	IO_NICAN	String	Group	CAN_SensorMessage2
CalThrottleSensorPosition	IO_NICAN	String	Detail	
CalThrottleSensorPosition	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
CalThrottleSensorPosition	IO_NICAN	String	Units	
CalBrakeSensorPosition	IO_NICAN	String	Group	CAN_SensorMessage3
CalBrakeSensorPosition	IO_NICAN	Double	Max	0
CalBrakeSensorPosition	IO_NICAN	String	ChannelName	SensorMessage3.UncalHTRposition
CalBrakeSensorPosition	IO_NICAN	Boolean	SaveRequired	False
CalBrakeSensorPosition	IO_NICAN	String	ChannelValues	0;0;0;0
CalBrakeSensorPosition	IO_NICAN	Int32	CalType	0
CalBrakeSensorPosition	IO_NICAN	Int32	Direction	0
CalBrakeSensorPosition	IO_NICAN	String	MessageName	SensorMessage3
CalBrakeSensorPosition	IO_NICAN	String	Description	CAN
CalBrakeSensorPosition	IO_NICAN	String	Mapping	
CalBrakeSensorPosition	IO_NICAN	String	ClassType	IO_NICAN
CalBrakeSensorPosition	IO_NICAN	String	Tag	CalBrakeSensorPosition
CalBrakeSensorPosition	IO_NICAN	String	Warning	0
CalBrakeSensorPosition	IO_NICAN	String	Help	
CalBrakeSensorPosition	IO_NICAN	Int32	SampleRate	0
CalBrakeSensorPosition	IO_NICAN	String	RawValue	
CalBrakeSensorPosition	IO_NICAN	String	TimeStamp	63318629252.3594
CalBrakeSensorPosition	IO_NICAN	String	Device	
CalBrakeSensorPosition	IO_NICAN	Int32	ProgID	0
CalBrakeSensorPosition	IO_NICAN	String	Type	
CalBrakeSensorPosition	IO_NICAN	Object	Value	0
CalBrakeSensorPosition	IO_NICAN	Boolean	RaisesEvent	False
CalBrakeSensorPosition	IO_NICAN	Int32	InterfaceNmb	0
CalBrakeSensorPosition	IO_NICAN	String	ChannelNames	SensorMessage3.UncalHTRposition;SensorMessage3.CalHTRposition;SensorMessage3.EngineActSpeed;SensorMessage3.IdleValidationSwitch
CalBrakeSensorPosition	IO_NICAN	String	Enabled	0
CalBrakeSensorPosition	IO_NICAN	Double	Min	0
CalBrakeSensorPosition	IO_NICAN	String	Format	0
CalBrakeSensorPosition	IO_NICAN	String	Group	CAN_SensorMessage3
CalBrakeSensorPosition	IO_NICAN	String	Detail	
CalBrakeSensorPosition	IO_NICAN	String	MessageNames	SensorMessage1;SensorMessage2;SensorMessage3;JoystickData;EEC1;EngineData;KWP Request;KWP Responce DTC
CalBrakeSensorPosition	IO_NICAN	String	Units	
UncalHTRposition	IO_NICAN	String	Group	CAN_SensorMessage2
UncalHTRposition	IO_NICAN	Double	Max	0
UncalHTRposition	IO_NICAN	String	ChannelName	SensorMessage2.RightPumpSolenoidCurrent
UncalHTRposition	IO_NICAN	Boolean	SaveRequired	False
UncalHTRposition	IO_NICAN	String	ChannelValues	125;125;0;0;1516;110;228
UncalHTRposition	IO_NICAN	Int32	CalType	0
UncalHTRposition	IO_NICAN	Int32	Direction	0
UncalHTRposition	IO_NICAN	String	MessageName	SensorMessage2
UncalHTRposition	IO_NICAN	String	Description	CAN
UncalHTRposition	IO_NICAN	String	Mapping	
UncalHTRposition	IO_NICAN	String	ClassType	IO_NICAN
UncalHTRposition	IO_NICAN	String	Tag	UncalHTRposition
UncalHTRposition	IO_NICAN	String	Warning	0
UncalHTRposition	IO_NICAN	String	Help	
UncalHTRposition	IO_NICAN	Int32	SampleRate	0
UncalHTRposition	IO_NICAN	String	RawValue	
UncalHTRposition	IO_NICAN	String	TimeStamp	63320524079.2344
UncalHTRposition	IO_NICAN	String	Device	
UncalHTRposition	IO_NICAN	Int32	ProgID	0
UncalHTRposition	IO_NICAN	String	Type	
UncalHTRposition	IO_NICAN	Object	Value	0
UncalHTRposition	IO_NICAN	Boolean	RaisesEvent	False
